accuracy,precision,recall,f1_score,auc_roc,crps_accuracy,crps_precision,crps_recall,crps_f1_score,mean_crps,std_crps,threshold
0.5023474178403756,0.5133689839572193,0.4423963133640553,0.4752475247524752,0.47950521464952695,0.5422535211267606,1.0,0.10138248847926268,0.18410041841004185,0.1520170703239179,0.05564933802636136,0.209489081799984
