time_window,prediction_prob,prediction_binary,true_label,num_packets,avg_time_between_packets,pca,crps,crps_es,anomaly
48,5.3865104e-05,0,0,5.022705633453006,0.38304807824469117,3.3030965029263735,2.544566737328147,1.7373364414556747,True
50,0.0029819857,0,0,-0.26396596370173164,0.5297874842882891,3.96939346925417,3.2055769022803426,2.205542554656051,True
53,0.0012884628,0,0,-0.1342148886425325,0.5960384968372715,4.201822876701891,3.4373968095781198,2.252751740052769,True
57,2.603183e-05,0,0,10.725573928756235,0.5100616079486636,3.6004707370820936,2.8386454993728245,1.811918990348383,True
60,2.2838558e-05,0,0,-1.5285723497376398,0.5055445212139689,3.917419993843831,3.1537927797209915,2.0593619966146877,True
65,3.2792428e-05,0,0,-0.07272347294343416,0.45491277446474365,3.6975266055307214,2.9350079364742836,1.8301989155156362,True
